Subject,Type,x.0.1,x.1.1,x.2.1,x.3.1,x.4.1,x.5.1,x.6.1,y.0.1,y.1.1,y.2.1,y.3.1,y.4.1,y.5.1,y.6.1,x.0.4,x.1.4,x.2.4,x.3.4,x.4.4,x.5.4,x.6.4,y.0.4,y.1.4,y.2.4,y.3.4,y.4.4,y.5.4,y.6.4,x.0.5,x.1.5,x.2.5,x.3.5,x.4.5,x.5.5,x.6.5,y.0.5,y.1.5,y.2.5,y.3.5,y.4.5,y.5.5,y.6.5,x.0.3,x.1.3,x.2.3,x.3.3,x.4.3,x.5.3,x.6.3,y.0.3,y.1.3,y.2.3,y.3.3,y.4.3,y.5.3,y.6.3,x.0.2,x.1.2,x.2.2,x.3.2,x.4.2,x.5.2,x.6.2,y.0.2,y.1.2,y.2.2,y.3.2,y.4.2,y.5.2,y.6.2
72,Fall,0.983976893,0.199020197,0.408348828,0.462397207,0.408015874,0.386289125,0.346003624,0.891364261,0.130813546,0.320046832,0.428789177,0.384460782,0.266461239,0.293234759,0.165585057,0.57220268,0.247320758,0.101095375,0.052403339,0.029028455,0.01281396,0.115064661,0.507164729,0.2339087,0.081229997,0.044172561,0.023615923,0.012100459,0.571688537,0.499427337,0.242711617,0.089752768,0.053334962,0.027452085,0.012816662,0.468265717,0.355931129,0.162115416,0.081053997,0.044797491,0.022831429,0.012173528,5863.339923,237.7281319,1001.50464,1286.224587,1002.875299,901.3728159,744.6639128,4424.054495,102.6933321,614.6511013,1111.92456,901.8225281,430.4358299,512.1406926,0.333333333,2.383333333,0.866666667,0.45,0.25,0.15,0.066666667,0.233333333,1.833333333,0.9,0.333333333,0.216666667,0.116666667,0.066666667
75,Fall,0.824057873,0.272310467,0.415077833,0.469441177,0.334511704,0.190935992,0.163749827,0.875201264,0.137256122,0.2939101,0.285709367,0.543895156,0.302753822,0.094374794,0.183966762,0.470516982,0.19492175,0.07311363,0.042978383,0.021465497,0.009641919,0.10250312,0.426761036,0.231711326,0.098758442,0.038676796,0.019458405,0.012464949,0.472962852,0.383098193,0.18981929,0.067882143,0.044111822,0.021106058,0.009299965,0.327323484,0.263586059,0.17612273,0.092687386,0.038012456,0.019681242,0.012609029,4107.695547,445.1358998,1033.867685,1335.002055,680.8703253,227.03391,169.3266104,4013.33072,113.0341654,518.7843412,493.3330341,1812.797311,569.877054,54.94535245,0.433333333,1.65,0.75,0.316666667,0.2,0.1,0.05,0.216666667,1.533333333,0.866666667,0.4,0.183333333,0.1,0.066666667
75,Fall,1.246685009,0.274320608,0.350295072,0.655333757,0.392871827,0.674984158,0.341578172,0.808230673,0.083692878,0.204167413,0.397973752,0.362261815,0.443293912,0.382998716,0.110301513,0.446162986,0.227053468,0.066400553,0.045324394,0.019853457,0.009422551,0.087755646,0.418270814,0.26119264,0.08826584,0.046278511,0.015890665,0.007732825,0.453035328,0.34256907,0.210476593,0.05767754,0.045184707,0.018639571,0.009514938,0.270796552,0.240898356,0.197819625,0.078589774,0.044016005,0.016245482,0.008152683,8998.210895,451.5077925,736.1011494,2590.606635,926.324979,2796.790329,710.0117035,3840.095014,42.03268407,249.6816697,949.6664832,795.7096639,1205.291069,903.3427436,0.233333333,1.65,0.883333333,0.316666667,0.233333333,0.1,0.05,0.216666667,1.583333333,0.95,0.383333333,0.216666667,0.083333333,0.033333333
75,Fall,1.231348609,0.282687943,0.476636906,0.603579059,0.410246917,0.497302004,0.58915079,1.001671335,0.152504887,0.337338393,0.297735168,0.510020614,0.497909592,0.254864044,0.135792615,0.48989087,0.21367205,0.092198294,0.051448216,0.028702946,0.014275866,0.089255126,0.385765534,0.173286743,0.109778943,0.051487842,0.026821668,0.01801588,0.512990792,0.426767045,0.196505726,0.094168015,0.050807315,0.029384898,0.014179807,0.332829662,0.22198815,0.146943128,0.097542671,0.047822357,0.027664216,0.018250974,8750.504035,479.7003026,1363.198489,2192.66827,1009.979702,1494.889528,2100.377157,5774.881739,139.6284389,685.9070909,535.0480713,1560.562887,1509.864788,394.7582741,0.316666667,1.733333333,0.833333333,0.416666667,0.25,0.133333333,0.083333333,0.2,1.316666667,0.583333333,0.45,0.25,0.133333333,0.083333333
78,Fall,1.004390834,0.224183939,0.418458435,0.448255948,0.374053365,0.260191537,0.163368049,0.828492735,0.105835396,0.243531497,0.46569417,0.38419421,0.344768579,0.116016628,0.146180634,0.448466989,0.225458172,0.109364212,0.061190316,0.029276706,0.012274331,0.095015322,0.326121997,0.243647407,0.078857197,0.052225835,0.025266185,0.016642659,0.518804159,0.324656929,0.205207173,0.106173006,0.061525307,0.028064361,0.012212575,0.368965079,0.203729106,0.211743823,0.076057276,0.053000829,0.025344568,0.017278411,5105.651632,301.6684325,1051.203301,1208.845203,840.3086999,412.2801805,170.1106368,3710.307282,67.2431461,355.5230528,1302.812614,888.2222237,723.3098727,83.54022263,0.433333333,1.55,0.783333333,0.483333333,0.3,0.15,0.066666667,0.316666667,0.833333333,0.866666667,0.35,0.25,0.133333333,0.083333333
78,Fall,1.326928715,0.222138035,0.414924122,0.505013942,0.416962272,0.394820935,0.440119788,0.906522866,0.080794914,0.240035949,0.406652498,0.347118766,0.374372251,0.194352309,0.10899636,0.440416958,0.259542656,0.105588161,0.044090105,0.020982401,0.007936659,0.071818497,0.403401494,0.197493469,0.070122467,0.049194781,0.025606829,0.016772834,0.52522571,0.298502362,0.243346732,0.104244905,0.043814957,0.020607789,0.008029287,0.30965853,0.219353286,0.147586208,0.047313546,0.04631565,0.022656877,0.017339954,8151.865158,296.1865342,1033.258821,1530.850137,1064.089151,952.2744567,1279.599623,4666.954595,39.17518356,345.8635909,992.7900611,726.710806,854.9282851,237.384703,0.266666667,1.65,0.916666667,0.466666667,0.2,0.1,0.033333333,0.2,1.583333333,0.716666667,0.366666667,0.25,0.133333333,0.083333333
78,Fall,1.200649142,0.242750257,0.484176972,0.599558813,0.378718298,0.249632138,0.162395079,0.748717061,0.045951284,0.077631203,0.169365746,0.460259176,0.200439094,0.374785059,0.126262218,0.441805855,0.194893504,0.102258031,0.058839546,0.029717743,0.013368406,0.06202585,0.430437617,0.396736988,0.155404809,0.043256677,0.030816712,0.013490351,0.482734199,0.290981842,0.147629553,0.095146366,0.058347966,0.027782743,0.0128719,0.194709556,0.295488859,0.320618214,0.13855106,0.042234992,0.031383248,0.013916375,6338.997119,353.7643517,1406.87898,2160.230966,858.3795453,377.797835,162.9358126,3196.600589,12.67131642,36.1471964,172.2128435,1291.704157,246.495472,896.1331645,0.45,1.616666667,0.75,0.466666667,0.3,0.15,0.083333333,0.15,1.7,1.3,0.633333333,0.2,0.15,0.066666667
79,Fall,1.32927162,0.150209519,0.643186473,0.684932352,0.499242123,0.269296812,0.201422451,0.939044522,0.04825859,0.331932222,0.579281927,0.404428533,0.296426049,0.326639698,0.109968014,0.491046138,0.170383987,0.093149961,0.043271632,0.028064094,0.013370743,0.104412027,0.597327676,0.190025261,0.103622585,0.057706488,0.024629391,0.01460443,0.580535727,0.354127105,0.143664944,0.090890191,0.043376585,0.028727826,0.011129272,0.526332101,0.492663843,0.129686099,0.105356527,0.057474749,0.024413647,0.013060028,8629.450516,135.34065,2480.729301,2818.908575,1498.063527,444.1122753,253.3408809,5026.085123,13.97843509,661.5475965,2014.581615,982.7854043,535.0048223,646.1218546,0.416666667,1.716666667,0.65,0.433333333,0.216666667,0.133333333,0.066666667,0.366666667,2.516666667,0.716666667,0.466666667,0.283333333,0.116666667,0.083333333
79,Fall,1.132364805,0.142928918,0.427341517,0.588153617,0.504173412,0.409855859,0.092452942,1.239934293,0.039482862,0.278949027,0.46148895,0.465759204,0.307068573,0.202738792,0.106059779,0.474114668,0.188329951,0.088009508,0.048111203,0.023801478,0.011176781,0.060615072,0.554646756,0.166572332,0.101882971,0.052809264,0.028001873,0.013292351,0.572821131,0.318048264,0.156777507,0.090266215,0.049470156,0.022007446,0.010959281,0.423179601,0.434566256,0.106877041,0.093635202,0.050403814,0.022707752,0.011647068,7806.687532,122.6142025,1096.822579,2094.795838,1529.166955,1009.888595,55.39848124,5687.480854,9.331841722,467.0353028,1280.527616,1317.895318,580.7501512,258.6049348,0.3,1.633333333,0.683333333,0.366666667,0.233333333,0.116666667,0.05,0.25,2.45,0.716666667,0.466666667,0.25,0.15,0.066666667
79,Fall,1.067593189,0.112384203,0.416473206,0.608627138,0.505562147,0.457271044,0.21309719,0.973862037,0.081945933,0.20075763,0.425437948,0.528822465,0.323099254,0.320712061,0.095874748,0.478985355,0.169267209,0.081673345,0.033756935,0.019701932,0.010776425,0.075381498,0.338973499,0.215439611,0.103628581,0.054247597,0.028644405,0.013741241,0.567883713,0.327880887,0.148527501,0.081599375,0.03407378,0.019492861,0.010795574,0.467277842,0.21985156,0.167236326,0.101724984,0.053111296,0.025634198,0.013230743,6204.221954,75.82105196,1042.633109,2229.802545,1576.867674,1282.194949,282.7450914,5191.308411,40.30361791,242.1688277,1086.789474,1678.731176,631.5399095,639.1235532,0.316666667,1.816666667,0.633333333,0.366666667,0.15,0.1,0.066666667,0.25,0.966666667,0.833333333,0.483333333,0.266666667,0.15,0.066666667
81,Fall,1.590544785,0.241377606,0.330408437,0.679313635,1.119747226,0.424943102,0.650096938,1.568183613,0.082936704,0.651937462,0.692556945,0.830727742,0.617283048,0.863075225,0.083702091,0.466440875,0.225631247,0.072285533,0.029542658,0.015931651,0.00914586,0.063479316,0.441489569,0.110359619,0.06789321,0.035514593,0.026490847,0.010393843,0.466073116,0.371914477,0.165321761,0.06220996,0.028461294,0.01608981,0.008807108,0.371489288,0.218620564,0.07286985,0.064040687,0.033412751,0.026588824,0.008956844,14791.68956,349.6510519,655.3028207,2773.349514,7663.217232,1055.278802,2558.347256,14883.23043,41.28175114,2551.485072,2866.368504,4191.552529,2311.418953,4500.932462,0.183333333,1.8,0.916666667,0.35,0.15,0.083333333,0.05,0.216666667,1.883333333,0.483333333,0.333333333,0.166666667,0.133333333,0.05
